Date/Time,CAISO (SOLAR_FORECAST) Average Latest Maximum,SP15 (SOLAR_FORECAST Latest) - NP15 (SOLAR_FORECAST Latest) Maximum,CAISO (WIND_FORECAST) Average Latest Maximum,SP15 (WIND_FORECAST Latest) - NP15 (WIND_FORECAST Latest) Maximum,CAISO (PRT_FCAST_15D_LOAD_LATEST) Average Latest Maximum,SP15 (PRT_FCAST_15D_LOAD_LATEST Latest) - NP15 (PRT_FCAST_15D_LOAD_LATEST Latest),NP15 (REG_THERM_GEN_OFFLINE) Average,SP15 (REG_THERM_GEN_OFFLINE) Average,PG&E - Citygate (NGI_GASPRICE_AVG) Average,Socal-Citygate (NGI_GASPRICE_AVG ) - PG&E - Citygate (NGI_GASPRICE_AVG ),TH_SP15_GEN-APND (DALMP ) - TH_NP15_GEN-APND (DALMP )
9/16/2023 19:00,1558.11,659.23,1604.42,-712.3,29084,2018,2239.02,679,4.01,-0.22,0.5126
9/16/2023 20:00,46.17,39.53,1909.22,-464.02,28979,2165,2211.67,655.58,4.01,-0.22,3.14212
9/16/2023 21:00,8.41,6.23,2159.33,-248.55,28323,2221,2187.17,630.99,4.01,-0.22,2.14364
9/16/2023 22:00,10.68,10.68,2283.24,-144.94,27406,2298,2173.97,612.44,4.01,-0.22,1.48229
9/17/2023 7:00,121.2,113.21,1351.81,-760.35,22007,1979,1843.69,580.33,4.01,-0.22,-1.21829
9/17/2023 8:00,4042.82,2923.58,1254.9,-797.82,22890,1832,1843.84,583.13,4.01,-0.22,-2.36396
9/17/2023 9:00,9611.85,6112.55,1159.2,-833.38,23841,2503,1853.32,580.23,4.01,-0.22,-14.57511
9/17/2023 10:00,11887.64,7315.48,1065.14,-823.56,24143,3511,1857.57,606.98,4.01,-0.22,-18.46228
9/17/2023 11:00,12658.02,7889.47,992.96,-756.28,23701,4509,1880.89,633.62,4.01,-0.22,-19.65699
9/17/2023 12:00,12610.88,8044.71,979.85,-680.33,23165,4769,1903.66,666.03,4.01,-0.22,-20.50381
9/17/2023 13:00,12643.1,8222.44,1015.22,-648.04,23075,4703,1923.42,672.55,4.01,-0.22,-20.11851
9/17/2023 14:00,12590.66,8187.54,1067.9,-650.2,22897,4289,1944.79,685.39,4.01,-0.22,-20.37109
9/17/2023 15:00,12474.44,8102.67,1149.57,-662.05,23259,3573,1959.21,692.02,4.01,-0.22,-18.86945
9/17/2023 16:00,12093.49,7692.66,1266.56,-660.06,24523,2789,1964.76,696.43,4.01,-0.22,-11.14271
9/17/2023 17:00,10713.72,6638.7,1433.99,-590.09,26355,2173,1952.56,685.01,4.01,-0.22,-5.33783
9/17/2023 18:00,6970.7,4033.67,1710.27,-416.01,27271,2423,1944.41,679.2,4.01,-0.22,-1.89236
9/17/2023 19:00,1539.61,826.6,2054.35,-119.59,28193,2255,1922.99,667.54,4.01,-0.22,-0.22752
9/17/2023 20:00,66.59,62.29,2400.58,232.22,28594,2210,1898.64,653.01,4.01,-0.22,0.18768
9/17/2023 21:00,26.73,24.75,2671.18,452.7,28000,2280,1874.67,625.9,4.01,-0.22,-0.2484
9/17/2023 22:00,25.56,25.56,2778.6,500.26,26955,2358,1864.16,606.87,4.01,-0.22,-0.70851
9/18/2023 7:00,117.93,110.31,1796.54,-1.58,25168,2234,1788.49,566.17,4.01,-0.22,-2.04426
9/18/2023 8:00,4098.3,2885.24,1686.1,-56.96,26508,2242,1715.18,564.65,4.01,-0.22,-3.78585
9/18/2023 9:00,10116.71,6144.8,1509.68,-151.04,27451,2941,1722.79,579.21,4.01,-0.22,-28.46802
9/18/2023 10:00,12358.67,7341.14,1276.38,-195.88,27595,3931,1735.92,597.43,4.01,-0.22,-26.06036
9/18/2023 11:00,13138.44,7848.45,1060.84,-153.76,26866,4396,1743.76,621.02,4.01,-0.22,-22.48851
9/18/2023 12:00,13387.99,8035.47,955.08,-47.64,26329,4423,1756.85,635.39,4.01,-0.22,-24.1601
9/18/2023 13:00,13417.62,8100.04,966.82,78.74,25670,4082,1755.12,663.9,4.01,-0.22,-21.63049
9/18/2023 14:00,13401.79,8118.14,1089.64,196.14,25589,3525,1773.58,667.3,4.01,-0.22,-23.98595
9/18/2023 15:00,13237.54,8003.91,1335.17,314.61,26691,3343,1787.12,673.56,4.01,-0.22,-27.06871
9/18/2023 16:00,12745.31,7655.11,1712.2,435.52,27927,3113,1795.91,678.65,4.01,-0.22,-23.91972
9/18/2023 17:00,11362.32,6767.47,2120.34,539,29366,3222,1783.18,673.76,4.01,-0.22,-20.44195
9/18/2023 18:00,7198.06,3983.11,2435.72,568.46,30498,3396,1753.26,664.72,4.01,-0.22,-0.00056
9/18/2023 19:00,1569.23,815.61,2640.16,597.58,30889,3077,1734.27,642.03,4.01,-0.22,0.28058
9/18/2023 20:00,73.19,68.91,2826.42,744.14,30803,2939,1713.75,618.06,4.01,-0.22,0.97337
9/18/2023 21:00,33.22,31.08,2973.4,883.26,30003,2981,1689.34,592.47,4.01,-0.22,0.33732
9/18/2023 22:00,31.68,31.68,3010.44,947.58,28711,3043,1681.65,574.5,4.01,-0.22,0.25433
9/19/2023 7:00,109.57,102.29,1777.83,74.03,24958,1888,1703.25,528.08,4.045,-0.015,-1.66833
9/19/2023 8:00,4022.52,2805.34,1505.02,-89.8,26115,2207,1707.13,527.14,4.045,-0.015,-2.6952
9/19/2023 9:00,10087.48,6073.93,1200.91,-242.71,26847,3233,1711.04,552.12,4.045,-0.015,-10.95269
9/19/2023 10:00,12387.67,7306.49,909.93,-340.41,26876,4048,1727.74,584.37,4.045,-0.015,-10.56895
9/19/2023 11:00,13168.47,7823.83,674.84,-342.78,26415,4439,1742.05,612.57,4.045,-0.015,-11.22451
9/19/2023 12:00,13405.21,7993.12,533.8,-264.66,25577,4379,1761.58,630.9,4.045,-0.015,-11.5198
9/19/2023 13:00,13417.41,8037.7,484.28,-196.1,24939,3809,1781.38,647.19,4.045,-0.015,-10.8853
9/19/2023 14:00,13422.47,8053.41,520.84,-164.72,24964,3316,1803.34,658.16,4.045,-0.015,-11.84039
9/19/2023 15:00,13256.06,7913.98,658.9,-172.82,25802,3362,1815.48,684.69,4.045,-0.015,-11.3226
9/19/2023 16:00,12719.73,7510.57,887.74,-194.8,27271,3721,1824.12,684.54,4.045,-0.015,-11.94077
9/19/2023 17:00,11292,6582.52,1145.26,-165.88,29104,3698,1812.37,684.31,4.045,-0.015,-8.29078
9/19/2023 18:00,7025.81,3724.24,1391.97,-96.37,30485,3393,1808.49,662.55,4.045,-0.015,-2.24422
9/19/2023 19:00,1433.36,686.88,1612.98,-0.36,30993,2999,1799.46,651.06,4.045,-0.015,0.31473
9/19/2023 20:00,52.96,49.14,1811,134.44,30879,2939,1776.52,625.75,4.045,-0.015,2.89689
9/19/2023 21:00,17.64,15.34,1933.36,209.88,29994,2848,1756.48,595.5,4.045,-0.015,1.18157
9/19/2023 22:00,15.39,15.39,1947.4,203.7,28663,2757,1747.75,590.67,4.045,-0.015,0.55908
9/20/2023 7:00,89.77,83.43,1721.72,1094.6,25294,2240,1732.43,583.34,3.73,0.125,-1.56764
9/20/2023 8:00,3518.49,2354.02,1677.64,1132.14,26332,2484,1733.29,589.05,3.73,0.125,-4.04218
9/20/2023 9:00,9305.38,5356.45,1554.39,1107.73,27137,3829,1742.49,665.42,3.73,0.125,-8.70848
9/20/2023 10:00,11560.93,6512.94,1488.11,1111.21,26786,4850,1756.88,687.31,3.73,0.125,-16.45405
9/20/2023 11:00,12506.08,7188.35,1552.22,1206.54,26123,5101,1776.19,720.71,3.73,0.125,-21.75258
9/20/2023 12:00,12937.53,7536.8,1681.24,1335.58,25454,4892,1796.34,736.44,3.73,0.125,-21.52138
9/20/2023 13:00,12995.78,7639.73,1907.02,1501.76,25162,4296,1819.88,751.06,3.73,0.125,-26.19579
9/20/2023 14:00,13079.93,7745.24,2267.8,1730.28,25039,4025,1838.07,763.24,3.73,0.125,-28.16
9/20/2023 15:00,12946.14,7656.98,2752.24,1974.86,25733,3755,1860.15,771.12,3.73,0.125,-23.47997
9/20/2023 16:00,12491.13,7349.14,3269.02,2160.7,27068,3172,1868.11,776.55,3.73,0.125,-25.30948
9/20/2023 17:00,11110.48,6488.2,3656.35,2238.31,28454,2816,1853.82,695.31,3.73,0.125,-22.64701
9/20/2023 18:00,6626.75,3434.75,3828.82,2166.02,29713,2441,1840.45,690.38,3.73,0.125,-6.84754
9/20/2023 19:00,1291.92,606.47,3764.31,1988.91,30362,2484,1820,622.46,3.73,0.125,-1.16305
9/20/2023 20:00,86.6,83.08,3646.39,1865.85,30256,2552,1796.49,601.77,3.73,0.125,0.35453
9/20/2023 21:00,54.09,54.07,3624.69,1848.49,29483,2583,1768.41,570.08,3.73,0.125,0.67805
9/20/2023 22:00,54,54,3567.48,1798.4,28248,2626,1760.32,549.92,3.73,0.125,0.74932
9/21/2023 7:00,117.4,112.81,1898.66,1369.12,25170,2346,1721.44,644.26,3.54,0.585,-0.20373
9/21/2023 8:00,3685.65,2589.86,1758.73,1229.71,26197,2647,1721.26,744.09,3.54,0.585,-2.85885
9/21/2023 9:00,9489.88,5761.54,1598.85,1105.29,26952,4020,1731.93,801.42,3.54,0.585,-15.00644
9/21/2023 10:00,11818.58,6980.19,1526.05,1124.37,26676,5256,1741.88,827.62,3.54,0.585,-18.51891
9/21/2023 11:00,12665.06,7499.8,1614.04,1306.6,26538,5864,1761.86,772.62,3.54,0.585,-26.01362
9/21/2023 12:00,13009.2,7711.58,1804.87,1569.41,26105,6201,1776.84,787.19,3.54,0.585,-24.71502
9/21/2023 13:00,13091.17,7816.74,2068.81,1876.11,25291,5487,1781.7,797.87,3.54,0.585,-29.04226
9/21/2023 14:00,13157.29,7853.69,2340.42,2140.36,24845,4683,1796.97,810.61,3.54,0.585,-33.37359
9/21/2023 15:00,12965.71,7661.15,2589.1,2295.6,24880,4136,1805.5,814.69,3.54,0.585,-27.87783
9/21/2023 16:00,12304.29,7129.06,2807.76,2323.38,25302,3666,1815.44,722.63,3.54,0.585,-30.0285
9/21/2023 17:00,10647.2,6007.77,3003.32,2224.06,26690,3042,1811.45,718.77,3.54,0.585,-21.86142
9/21/2023 18:00,6278.4,3115.94,3108.62,2007,28086,2830,1807.38,707.96,3.54,0.585,-2.99906
9/21/2023 19:00,1204.18,533.43,3017.21,1719.97,29038,2830,1793.39,661.51,3.54,0.585,-0.51454
9/21/2023 20:00,105.94,103.26,2896.52,1481.28,29086,2623,1771.68,647.15,3.54,0.585,1.37081
9/21/2023 21:00,63.58,63.58,2921.32,1388.84,28551,2666,1754.98,613.08,3.54,0.585,0.62873
9/21/2023 22:00,63,63,2978.6,1393.82,27486,2649,1752.02,588.12,3.54,0.585,0.62721
9/22/2023 7:00,69.54,64.96,1509.46,1014.34,24471,1987,1726.88,1340.99,3.265,1.91,0.96249
9/22/2023 8:00,2647.86,1687.09,1169.51,734.47,25504,2196,1703.49,1342.02,3.265,1.91,-2.21711
9/22/2023 9:00,7068.11,3886.4,790.44,440.44,26063,3347,1704.13,1361.61,3.265,1.91,-1.84745
9/22/2023 10:00,8782.73,4534.54,536.95,252.05,25477,4305,1700.33,900.74,3.265,1.91,-2.83591
9/22/2023 11:00,9359,4526.93,393.31,175.01,25213,4885,1722.54,922.18,3.265,1.91,-1.5645
9/22/2023 12:00,9473.2,4442.47,330.26,194.54,24711,4935,1745.59,941.89,3.265,1.91,-1.91687
9/22/2023 13:00,9095.94,4094.49,346.13,273.49,24286,5466,1757.28,965.83,3.265,1.91,-1.63428
9/22/2023 14:00,8756.97,3823.24,392.73,338.97,25046,6010,1775.04,975.74,3.265,1.91,-1.99338
9/22/2023 15:00,8464.67,3660.15,499.89,422.61,25391,5645,1790.26,990.36,3.265,1.91,-1.70533
9/22/2023 16:00,7668.98,3178.75,692.04,545.04,25515,4579,1801.21,995.03,3.265,1.91,0.43327
9/22/2023 17:00,6563.8,2557.07,912.52,636.88,26182,3388,1795.64,997.2,3.265,1.91,1.04197
9/22/2023 18:00,3962.55,1238.12,1113.99,648.59,27297,2533,1793.8,987.3,3.265,1.91,0.83677
9/22/2023 19:00,752.38,164.96,1291.94,577.34,27934,2266,1777.1,976.93,3.265,1.91,1.99765
9/22/2023 20:00,52.32,49.95,1446.35,476.63,28000,2415,1753.91,956.98,3.265,1.91,3.01922
9/22/2023 21:00,20.7,20.7,1522.27,371.55,27595,2369,1730.71,941.37,3.265,1.91,2.35491
9/22/2023 22:00,19.5,19.5,1548.44,275.82,26817,2472,1738.31,919.33,3.265,1.91,1.94866
9/23/2023 7:00,59.95,55.97,1759.28,141.42,22178,1974,1857.25,1915.95,3.23,0.315,-0.56463
9/23/2023 8:00,3034.72,1954.06,1559.51,60.47,22306,1918,1856.85,1922.26,3.23,0.315,-2.44292
9/23/2023 9:00,8483.43,4677.72,1316.32,-28.22,22456,2234,1859.06,1939.42,3.23,0.315,-8.85987
9/23/2023 10:00,11067.95,6117.11,1080.57,-49.85,22542,2684,1814.59,1981.4,3.23,0.315,-20.85195
9/23/2023 11:00,12007.11,6737.16,925.31,1.83,22056,3304,1827.08,1989.14,3.23,0.315,-26.59516
9/23/2023 12:00,12551.61,7187.92,843.79,104.33,22073,3979,1848.77,2010.2,3.23,0.315,-25.12842
9/23/2023 13:00,12787.75,7460.73,862.33,250.43,22093,4365,1867.03,2033.69,3.23,0.315,-23.58057
9/23/2023 14:00,12942.23,7637.43,966.24,422.54,22239,4169,1885.81,2041.85,3.23,0.315,-22.57101
9/23/2023 15:00,12918.12,7620.4,1145.33,613.77,22738,3756,1897.21,2056.15,3.23,0.315,-24.39374
9/23/2023 16:00,12434.7,7272.75,1398.78,808.02,23640,3530,1904.96,2063.24,3.23,0.315,-23.78
9/23/2023 17:00,10900.26,6248.55,1649.05,936.03,25504,3728,1791.27,2050.42,3.23,0.315,-6.48281
9/23/2023 18:00,6323.81,3202.46,1857.94,956.74,26808,3878,1781.29,2048.15,3.23,0.315,-1.15902
9/23/2023 19:00,1083.9,459.13,2022.74,886.24,27770,3514,1760.59,2035.3,3.23,0.315,2.48751
9/23/2023 20:00,80.35,78.39,2157.85,836.01,27841,3329,1748.05,2013.98,3.23,0.315,2.92215
9/23/2023 21:00,29.91,29.91,2219.37,807.97,27301,3219,1725.84,1981.54,3.23,0.315,1.69975
9/23/2023 22:00,28.44,28.44,2164.16,712.4,26369,3170,1714.18,1965.41,3.23,0.315,1.17828
9/24/2023 7:00,70.72,67.61,906.51,-259.51,21571,1189,1677.65,1112.6,3.23,0.315,0.16675
9/24/2023 8:00,3779.05,2717.56,844.41,-336.45,22014,1474,1678.63,1122.05,3.23,0.315,-1.99595
9/24/2023 9:00,9932.75,6129.02,760.89,-403.85,22729,2669,1678.74,1147.93,3.23,0.315,-20.92448
9/24/2023 10:00,12298.12,7366.98,685.55,-444.57,21747,3113,1674.72,1161.28,3.23,0.315,-25.27387
9/24/2023 11:00,13039.7,7810.05,616.99,-426.55,20279,3133,1692.26,1200.4,3.23,0.315,-27.32073
9/24/2023 12:00,13327.51,7974.97,558.92,-353.58,19337,3261,1716.4,1225.89,3.23,0.315,-23.05552
9/24/2023 13:00,13315.74,8014.52,544.88,-282.16,19484,3254,1732.51,1245.12,3.23,0.315,-20.62307
9/24/2023 14:00,13291.36,8033.71,596.89,-226.15,20064,2776,1753.68,1269.54,3.23,0.315,-18.03171
9/24/2023 15:00,13168.02,7938.17,725.14,-180,21682,3024,1771.63,1276.69,3.23,0.315,-11.83314
9/24/2023 16:00,12599.78,7515.98,918.09,-136.15,23522,3492,1778.68,1283.38,3.23,0.315,-9.12897
9/24/2023 17:00,11023.45,6467.07,1136.11,-67.97,25688,3916,1771.35,1269.81,3.23,0.315,-4.43186
9/24/2023 18:00,6347.08,3338.54,1314.72,36.44,27456,4214,1764.7,1265.09,3.23,0.315,-0.40869
9/24/2023 19:00,937.12,379.38,1414.98,175.14,28594,4044,1747.46,1247.85,3.23,0.315,5.76084
9/24/2023 20:00,78.35,77.67,1508.43,347.07,28585,3767,1729.3,1222.93,3.23,0.315,10.00266
9/24/2023 21:00,24.42,24.42,1572.93,450.17,27946,3530,1705.48,1192.66,3.23,0.315,2.54308
9/24/2023 22:00,23.97,23.97,1554.68,412.08,26844,3385,1705.48,1175.55,3.23,0.315,2.35532
9/25/2023 7:00,76.74,74.4,963.56,328.62,24397,2177,1669.09,789.93,3.23,0.315,1.15803
9/25/2023 8:00,3672.27,2781.33,829.14,284.74,25529,2253,1683.49,797.18,3.23,0.315,-0.97323
9/25/2023 9:00,9617.6,6392.64,687.56,231.9,25889,3391,1686.19,818.18,3.23,0.315,-16.03641
9/25/2023 10:00,11988.06,7712.28,586.9,115.52,25809,4609,1689.67,840.01,3.23,0.315,-16.51531
9/25/2023 11:00,12707.32,8186.34,551.61,-1.95,25454,4974,1711.6,872.07,3.23,0.315,-20.97786
9/25/2023 12:00,12703.6,8340.56,547.55,-33.41,24583,4875,1734.65,890.25,3.23,0.315,-19.13664
9/25/2023 13:00,12674.59,8271.79,604.9,-2.6,24043,4637,1753.02,909.71,3.23,0.315,-15.01636
9/25/2023 14:00,12752.86,8266.36,774.86,76.44,24100,4036,1769.24,919.32,3.23,0.315,-11.08562
9/25/2023 15:00,12738.35,8076.91,1102.93,215.71,25351,3805,1783.26,935.5,3.23,0.315,-8.28405
9/25/2023 16:00,12248.88,7621.6,1514.18,404.86,27159,3881,1788.74,939.19,3.23,0.315,-5.64588
9/25/2023 17:00,10667.58,6491.81,1883.3,634.56,29003,3933,1779.59,937.49,3.23,0.315,-3.28447
9/25/2023 18:00,6007.38,3225.07,2143.71,853.57,30020,4310,1775.03,923.71,3.23,0.315,-1.42923
9/25/2023 19:00,850.31,377.8,2244.42,1078.68,30643,4001,1762.76,908.64,3.23,0.315,11.47882
9/25/2023 20:00,87.04,86.58,2308.07,1338.47,30441,3755,1752.49,892.75,3.23,0.315,15.38356
9/25/2023 21:00,39.78,39.78,2395.99,1517.71,29505,3579,1731.75,885,3.23,0.315,4.72589
9/25/2023 22:00,39.78,39.78,2445.36,1639.78,28168,3497,1727.78,851.03,3.23,0.315,3.5107
9/26/2023 7:00,87.37,85.43,1947.32,1653.62,24848,1520,1753.99,706.17,3.53,1.935,-0.05091
9/26/2023 8:00,3577.07,2671.8,1812.78,1532.86,26057,1563,1752.71,707.35,3.53,1.935,-2.44585
9/26/2023 9:00,9853.82,6386.07,1586.38,1307.98,26975,2567,1756.7,1287.18,3.53,1.935,-24.24731
9/26/2023 10:00,12424.78,7740.82,1295.53,1017.79,26143,2905,1767.42,1315.79,3.53,1.935,-27.00164
9/26/2023 11:00,13243.06,8191.79,1109.48,831.02,25671,3275,1791.13,1336.86,3.53,1.935,-27.54752
9/26/2023 12:00,13531.91,8358.29,1042.36,752.3,25278,3744,1826.14,1355.93,3.53,1.935,-24.50174
9/26/2023 13:00,13515.34,8376.67,1077.17,784.53,25281,4067,1838.92,1372.9,3.53,1.935,-16.73258
9/26/2023 14:00,13488.76,8371.66,1218.5,904.46,25153,4161,1844.26,1389.93,3.53,1.935,-15.84743
9/26/2023 15:00,13330.26,8247.1,1505.63,1101.29,26273,4513,1850.17,1397.31,3.53,1.935,-8.0688
9/26/2023 16:00,12675.8,7770.09,1910.96,1340.2,28164,4942,1852.4,852.93,3.53,1.935,-7.23512
9/26/2023 17:00,10916.22,6594.65,2352.29,1552.33,30178,4990,1822.89,848.38,3.53,1.935,-2.13472
9/26/2023 18:00,5807,3113.64,2832.64,1739.22,31318,4918,1816.49,839.69,3.53,1.935,-0.81837
9/26/2023 19:00,852.93,434.23,3206.55,1896.39,31575,4363,1804.1,832.06,3.53,1.935,18.24328
9/26/2023 20:00,54.08,53.72,3324.92,1985.66,30946,3828,1784.83,810.58,3.53,1.935,24.54205
9/26/2023 21:00,35.64,35.64,3286.75,2007.57,29752,3440,1773.7,787.31,3.53,1.935,8.88832
9/26/2023 22:00,35.43,35.43,3202.89,1970.91,28333,3261,1766.77,761.9,3.53,1.935,3.54762
9/27/2023 7:00,71.79,69.97,2221.95,1368.31,24606,1806,1771.57,733.34,3.845,-0.665,0.75231
9/27/2023 8:00,3091.51,2220.53,1961.45,1237.67,25817,1899,1771.18,734.31,3.845,-0.665,-2.63326
9/27/2023 9:00,8986.38,5423.33,1571.89,1030.53,26865,3009,1918.85,789.81,3.845,-0.665,-17.1501
9/27/2023 10:00,11640.53,6769.02,1114.81,758.65,26673,4071,1892.91,820.99,3.845,-0.665,-17.61576
9/27/2023 11:00,12514.91,7275.18,774.06,526.96,26230,4180,1909.69,850.02,3.845,-0.665,-19.19423
9/27/2023 12:00,12770.13,7434.2,621.21,406.33,25363,4147,1923.77,874.01,3.845,-0.665,-16.77706
9/27/2023 13:00,12714.81,7418.17,633.47,399.13,25146,4402,1898.28,899.83,3.845,-0.665,-14.57181
9/27/2023 14:00,12706.22,7434.98,840.2,547.04,25007,4655,1938.17,916.96,3.845,-0.665,-12.11889
9/27/2023 15:00,12623.63,7390.35,1283.38,869.32,26061,4781,1952.14,926.25,3.845,-0.665,-10.49011
9/27/2023 16:00,12084.84,7016.67,1956.87,1248.85,27811,5117,1962.14,930.59,3.845,-0.665,-6.61782
9/27/2023 17:00,10295.69,5867.54,2695.93,1524.63,29488,4704,1959.57,924.05,3.845,-0.665,-3.94783
9/27/2023 18:00,5548.24,2912.09,3282.18,1704,30829,4297,1940.9,911.61,3.845,-0.665,-2.33032
9/27/2023 19:00,790.64,403.83,3645.42,1837.02,31173,3771,1074.54,856.13,3.845,-0.665,4.45954
9/27/2023 20:00,53.84,53.54,3762.47,1891.15,30909,3659,1048.58,835.6,3.845,-0.665,6.87847
9/27/2023 21:00,37.26,37.26,3738.46,1911.9,29774,3376,1032.59,815.24,3.845,-0.665,4.31695
9/27/2023 22:00,37.26,37.26,3681.8,1927.7,28359,3199,1018.4,793.32,3.845,-0.665,3.31431
9/28/2023 7:00,75.03,73.35,2146.15,1595.45,25134,2386,933.5,774.46,3.25,-0.27,0.45056
9/28/2023 8:00,3323.45,2484.41,1947.09,1473.53,26217,2727,929.37,775.04,3.25,-0.27,-1.89835
9/28/2023 9:00,9526.86,6024.78,1586.14,1222.84,26663,3961,935.15,788.14,3.25,-0.27,-18.75238
9/28/2023 10:00,12097.36,7303.42,1165.98,916,26350,4792,952.62,821.75,3.25,-0.27,-18.69983
9/28/2023 11:00,12919.97,7746.05,841.73,654.91,25481,4643,978.54,849.91,3.25,-0.27,-17.02796
9/28/2023 12:00,13273.13,7993.6,716.83,570.99,24821,4383,949.9,868.32,3.25,-0.27,-18.73825
9/28/2023 13:00,13308.93,8034.11,854.45,744.59,24742,4484,972.78,892.7,3.25,-0.27,-14.07552
9/28/2023 14:00,13287.35,8031.85,1129.07,1037.97,25258,4410,993.56,907.59,3.25,-0.27,-16.3475
9/28/2023 15:00,13125.21,7898.39,1526.36,1438.52,26041,4381,1010.83,919.12,3.25,-0.27,-12.61255
9/28/2023 16:00,12500.03,7438.61,1993.01,1884.59,27289,4327,1015.3,925.99,3.25,-0.27,-11.28735
9/28/2023 17:00,10734.78,6303.5,2353.79,2177.63,28920,4294,1012.72,909.9,3.25,-0.27,-12.16854
9/28/2023 18:00,5787.52,3184.35,2592.95,2249.11,30100,3744,1070.13,905.86,3.25,-0.27,-4.49827
9/28/2023 19:00,703.08,338.69,2781.62,2207.88,30496,3206,982.58,839.25,3.25,-0.27,5.63691
9/28/2023 20:00,45.88,45.64,2908.4,2120.06,30224,3079,963.55,821.76,3.25,-0.27,4.74208
9/28/2023 21:00,29.16,29.16,2909.98,1989.74,29282,3033,889.13,794.55,3.25,-0.27,2.73416
9/28/2023 22:00,27.81,27.81,2816.35,1847.13,27948,3000,942.83,771.67,3.25,-0.27,2.59328
9/29/2023 7:00,76.34,74.76,2208.71,617.91,25060,2356,842.14,1671.71,3.245,-0.265,1.33262
9/29/2023 8:00,3126.34,2336.48,2053.44,492.74,26060,2762,841.68,1668.68,3.245,-0.265,-1.12235
9/29/2023 9:00,9674.36,6193.88,1824.23,300.23,26759,4001,850.54,1684.75,3.245,-0.265,-10.82608
9/29/2023 10:00,12271.23,7451.24,1624.21,147.23,26624,4716,875.82,1730.28,3.245,-0.265,-17.83
9/29/2023 11:00,13113.62,7940.82,1585.45,197.33,26132,4642,902.45,1747.63,3.245,-0.265,-19.50444
9/29/2023 12:00,13420.08,8171.16,1808.36,374.2,25640,4198,917.76,1768.08,3.245,-0.265,-23.11633
9/29/2023 13:00,13369.91,8202.88,2265.64,600.56,25505,3673,942.58,1786.34,3.245,-0.265,-20.27053
9/29/2023 14:00,13279.92,8199.47,2773.69,858.31,25625,2989,963.66,1794.88,3.245,-0.265,-20.4035
9/29/2023 15:00,13039.95,8022.84,3219.6,1088,26004,2670,979.47,1751.78,3.245,-0.265,-23.62173
9/29/2023 16:00,12339.27,7553.93,3510.8,1239.42,26633,2287,979.8,1756.74,3.245,-0.265,-21.22294
9/29/2023 17:00,10552.42,6437.48,3623.99,1305.99,27577,2257,970.23,1750.98,3.245,-0.265,-9.22329
9/29/2023 18:00,5307.73,3156.29,3555.04,1238.78,27784,2454,945.45,1736.55,3.245,-0.265,-1.91598
9/29/2023 19:00,587.19,323.15,3348.92,1052.6,28227,2587,911.01,1725.18,3.245,-0.265,5.53556
9/29/2023 20:00,58.37,58.23,3144.88,905.98,28097,2604,894.53,1706.33,3.245,-0.265,3.84291
9/29/2023 21:00,50.82,50.82,3059.06,888.84,27503,2510,875.67,1678.22,3.245,-0.265,2.76642
9/29/2023 22:00,52.11,52.11,3034.11,910.15,26643,2494,862.88,1653.78,3.245,-0.265,0.95617
9/30/2023 7:00,91.31,91.09,2257.27,1241.05,22096,1748,800.8,1626.92,3.245,-0.265,0.17879
9/30/2023 8:00,2440.98,2063.05,2141.8,1317.88,22597,1693,824.2,1626.55,3.245,-0.265,-1.54333
9/30/2023 9:00,6717.36,4995.24,2082.76,1395.46,23438,2356,826.66,1619.58,3.245,-0.265,-10.48326
9/30/2023 10:00,8643.01,6108.37,2083.37,1481.67,23567,2797,804.11,1640.69,3.245,-0.265,-13.7773
9/30/2023 11:00,9498.5,6622.12,2108.98,1597.92,23121,3081,813.63,1663.06,3.245,-0.265,-15.41637
9/30/2023 12:00,9970.65,6828.89,2183.36,1733.24,22962,3360,820.28,1678.13,3.245,-0.265,-20.20743
9/30/2023 13:00,10020.63,6838.67,2279.74,1867.8,23004,3586,791.12,1689.57,3.245,-0.265,-16.66921
9/30/2023 14:00,10129.93,6881.58,2420.5,2039.56,22663,3609,796.66,1698.86,3.245,-0.265,-13.47
9/30/2023 15:00,10243.68,6937.9,2562.09,2207.99,22613,3455,803.2,1693.99,3.245,-0.265,-12.77778
9/30/2023 16:00,9795.84,6592.15,2646.59,2311.65,22260,2990,807.45,1692.28,3.245,-0.265,-9.79776
9/30/2023 17:00,8495.33,5738.61,2664.43,2363.25,23120,2214,808.48,1690.24,3.245,-0.265,-2.0881
9/30/2023 18:00,4298.71,2778.79,2598.35,2327.91,23766,2292,807.12,1685.47,3.245,-0.265,-0.12222
9/30/2023 19:00,483.64,294.58,2416.04,2113.36,24765,2167,796.16,1671.52,3.245,-0.265,0.89831
9/30/2023 20:00,68.29,68.21,2235.68,1883.02,25241,2255,796.23,1658.39,3.245,-0.265,1.59511
9/30/2023 21:00,60.84,60.84,2134.44,1742.08,25039,2159,786.64,1637.3,3.245,-0.265,1.06198
9/30/2023 22:00,57.75,57.75,2044.85,1612.95,24590,2135,778.48,1621.18,3.245,-0.265,0.32649
10/1/2023 7:00,67.85,67.67,1305.41,950.65,20867,1233,840.61,813.16,2.995,0.87,-1.37566
10/1/2023 8:00,2699.62,2186.09,1243.78,891.84,21378,938,855.45,808.39,2.995,0.87,-2.77563
