Date/Time,CAISO (SOLAR_FORECAST) Average Latest Maximum,SP15 (SOLAR_FORECAST Latest) - NP15 (SOLAR_FORECAST Latest) Maximum,CAISO (WIND_FORECAST) Average Latest Maximum,SP15 (WIND_FORECAST Latest) - NP15 (WIND_FORECAST Latest) Maximum,CAISO (PRT_FCAST_15D_LOAD_LATEST) Average Latest Maximum,SP15 (PRT_FCAST_15D_LOAD_LATEST Latest) - NP15 (PRT_FCAST_15D_LOAD_LATEST Latest),NP15 (REG_THERM_GEN_OFFLINE) Average,SP15 (REG_THERM_GEN_OFFLINE) Average,PG&E - Citygate (NGI_GASPRICE_AVG) Average,Socal-Citygate (NGI_GASPRICE_AVG ) - PG&E - Citygate (NGI_GASPRICE_AVG ),TH_SP15_GEN-APND (DALMP ) - TH_NP15_GEN-APND (DALMP )
9/2/2023 10:00,8498.11,5279.07,451.76,410.66,25998,3750,927.65,720.69,3.335,-0.695,-3.83743
9/2/2023 11:00,9883.63,6196.17,482.68,443.82,26378,4604,946,749.49,3.335,-0.695,-4.68814
9/2/2023 12:00,10715.64,6761.97,546.73,506.47,26485,5297,967.22,774.01,3.335,-0.695,-5.43802
9/2/2023 13:00,11080.58,7022.1,639.47,580.27,26320,5030,983.99,795.23,3.335,-0.695,-6.75587
9/2/2023 14:00,11113.7,7049.07,738.95,644.65,26278,4844,994.57,706.88,3.335,-0.695,-8.07
9/2/2023 15:00,10915.03,6910.39,857.86,730.54,26398,4764,1000.12,713.24,3.335,-0.695,-7.30959
9/2/2023 16:00,10453.51,6578.84,940.93,786.99,27055,4987,1001.03,714.52,3.335,-0.695,-5.86613
9/2/2023 17:00,9347.43,5747.54,969.62,774.92,27948,5020,990.93,710.35,3.335,-0.695,-1.425
9/2/2023 18:00,6304.94,3637.77,965.83,722.31,29099,5027,990.32,701.5,3.335,-0.695,-0.37298
9/2/2023 19:00,2025.09,1007.21,942.66,638.84,29855,4797,981.78,701.12,3.335,-0.695,0.51387
9/2/2023 20:00,38.79,-5.42,937.39,512.07,30121,4669,975.13,669.55,3.335,-0.695,3.94669
9/2/2023 21:00,0,0,957.17,405.59,29890,4512,960.83,651.51,3.335,-0.695,0.2961
9/2/2023 22:00,0,0,965.04,360.24,29163,4337,955.78,636.36,3.335,-0.695,0.24424
9/3/2023 7:00,430.88,409.73,1114.56,97.22,22689,2539,855.44,764.08,3.335,-0.695,-0.85333
9/3/2023 8:00,3356.97,2835.33,1120.4,102.84,23025,2719,855.2,760.82,3.335,-0.695,-1.1676
9/3/2023 9:00,7492.39,5972.66,1166.49,135.45,23698,3366,863.07,763.83,3.335,-0.695,-14.54773
9/3/2023 10:00,9925.09,7533.84,1212.28,205.6,23695,3973,869.84,797.92,3.335,-0.695,-18.87806
9/3/2023 11:00,11097.37,8048.82,1219.48,348.9,23115,4033,891.3,822.49,3.335,-0.695,-19.4967
9/3/2023 12:00,11824.05,8235.54,1275.32,571.94,22823,4523,903.34,819.15,3.335,-0.695,-19.44821
9/3/2023 13:00,12187.37,8236.15,1437.62,839.2,22711,4619,914.01,835.29,3.335,-0.695,-17.51971
9/3/2023 14:00,12331.51,8170.17,1718.15,1148.91,22466,4944,927.5,845.36,3.335,-0.695,-17.6085
9/3/2023 15:00,12260.66,8013.03,2117.07,1515.53,22881,5151,939.45,846.92,3.335,-0.695,-16.85413
9/3/2023 16:00,11821.5,7671.93,2580.28,1904.46,23915,5167,943.87,848.98,3.335,-0.695,-18.8058
9/3/2023 17:00,10657.03,6792.49,3019.5,2209.74,25288,5004,940.45,849.4,3.335,-0.695,-14.51148
9/3/2023 18:00,7206.33,4308.52,3369.01,2343.51,26994,4738,936.77,836.36,3.335,-0.695,-0.86971
9/3/2023 19:00,2266.99,1165.63,3557.01,2346.27,28251,4051,928.92,655.92,3.335,-0.695,0.39738
9/3/2023 20:00,39.77,-3.82,3553.6,2287.76,28422,3558,908.29,625.12,3.335,-0.695,0.18504
9/3/2023 21:00,0,0,3519.84,2230.34,28205,3489,895.79,615.53,3.335,-0.695,-0.48705
9/3/2023 22:00,0,0,3567.72,2242.4,27101,3413,881.91,589.08,3.335,-0.695,-0.26456
9/4/2023 7:00,532.66,479.71,2807.28,2048.62,22233,1647,794.59,1130.77,3.335,-0.695,-0.65407
9/4/2023 8:00,4584.71,3005.23,2383.18,1734.48,23248,1390,793,1133.9,3.335,-0.695,-7.884
9/4/2023 9:00,10091.7,6025.18,1784.19,1276.11,23969,2197,808.36,1137.16,3.335,-0.695,-24.46556
9/4/2023 10:00,12672.84,7422.85,1154.5,795.5,23147,2721,831.55,1175.81,3.335,-0.695,-24.14794
9/4/2023 11:00,13472.67,7957.58,689.31,454.57,22337,2787,861.07,1197.58,3.335,-0.695,-23.46543
9/4/2023 12:00,13786.33,8195.16,457.33,303.81,21388,2830,880.81,1220.33,3.335,-0.695,-25.53971
9/4/2023 13:00,13814,8236.39,374.83,241.55,21245,2577,896.73,1239.57,3.335,-0.695,-25.16647
9/4/2023 14:00,13787.29,8208.35,383.58,214.32,21279,2107,922.82,1252.25,3.335,-0.695,-25.02
9/4/2023 15:00,13665.28,8084.17,531.34,244.36,22667,2223,936.27,1264.21,3.335,-0.695,-22.91262
9/4/2023 16:00,13234.65,7725.51,806.11,303.39,24762,2678,942.33,1273.9,3.335,-0.695,-18.55747
9/4/2023 17:00,12109.55,6890.18,1165.85,405.59,27056,2896,939.29,1277.25,3.335,-0.695,-6.44256
9/4/2023 18:00,8444.5,4531.96,1591.29,546.85,29254,3062,925.89,1271.92,3.335,-0.695,-0.81358
9/4/2023 19:00,2696.56,1251.45,1998.86,734.26,30747,2907,902.08,1272.44,3.335,-0.695,0.8779
9/4/2023 20:00,38.7,-1.93,2308.46,927.36,30788,2772,879.82,1250.31,3.335,-0.695,1.15869
9/4/2023 21:00,0,0,2431.53,960.63,30468,2586,861.65,1227.04,3.335,-0.695,0.3753
9/4/2023 22:00,0,0,2352.37,830.71,29036,2568,841.01,1210.86,3.335,-0.695,0.59372
9/5/2023 7:00,529.98,481.47,568.14,22.36,25495,2335,865.81,927.98,3.335,-0.695,-1.33469
9/5/2023 8:00,4718.17,3085.13,391.23,-5.63,26598,2844,856.91,935.56,3.335,-0.695,-5.81608
9/5/2023 9:00,10344.16,6173.91,239.67,-3.09,27062,4062,868.95,943.69,3.335,-0.695,-29.08919
9/5/2023 10:00,12841.13,7551.35,153.05,11.67,27291,4961,900.96,976.55,3.335,-0.695,-28.25362
9/5/2023 11:00,13574.17,8060.44,126.03,39.37,27129,5085,932.6,1006.65,3.335,-0.695,-28.49495
9/5/2023 12:00,13853.71,8283.91,123.77,71.31,26882,5226,957.05,1022.42,3.335,-0.695,-28.30236
9/5/2023 13:00,13873.74,8320.56,129.48,89.12,26346,4946,970.92,1042.72,3.335,-0.695,-27.36192
9/5/2023 14:00,13826.76,8285.59,140.77,96.63,26427,4247,993.55,1058.15,3.335,-0.695,-27.94085
9/5/2023 15:00,13678.64,8157.19,174.48,103.02,27435,3495,1009.34,1076.6,3.335,-0.695,-19.2809
9/5/2023 16:00,13230.31,7791.53,241.91,110.33,28954,3298,1020.08,1078.43,3.335,-0.695,-17.39607
9/5/2023 17:00,12035.08,6905.06,363.06,138.22,30692,2854,1017.56,1074.71,3.335,-0.695,-11.45271
9/5/2023 18:00,8204.49,4400.38,552.24,153.4,32356,2284,1014.45,1013.72,3.335,-0.695,0.01515
9/5/2023 19:00,2550.27,1184.07,803.24,207.16,33040,2048,994.35,1029.12,3.335,-0.695,0.66265
9/5/2023 20:00,30.89,-0.65,1032.17,259.09,32597,2119,966,1010.8,3.335,-0.695,1.06341
9/5/2023 21:00,0,0,1161.97,226.99,31801,2255,944.53,986.37,3.335,-0.695,0.04745
9/5/2023 22:00,0,0,1187.26,136.6,30308,2406,918.4,964.89,3.335,-0.695,0.39609
9/6/2023 7:00,508.24,466.67,928.44,-312.28,26238,2586,908.81,1685.3,3.365,-0.78,-0.49614
9/6/2023 8:00,4543.14,3020.35,866.31,-414.45,27215,2981,904.1,1682.54,3.365,-0.78,-2.56643
9/6/2023 9:00,10059.28,6043.5,779.72,-499.6,27568,3832,915.21,1703.92,3.365,-0.78,-15.68836
9/6/2023 10:00,12605.07,7385.94,697.38,-542.56,27308,4430,952.74,1732.95,3.365,-0.78,-18.43
9/6/2023 11:00,13366.06,7895.56,622.58,-507.26,26762,4592,974.63,1758.61,3.365,-0.78,-20.99338
9/6/2023 12:00,13648.78,8124.53,556.79,-423.83,26306,5168,1001.76,1777.11,3.365,-0.78,-21.91022
9/6/2023 13:00,13691.44,8165.59,516.61,-353.65,26302,5042,1023.35,1793.02,3.365,-0.78,-19.50419
9/6/2023 14:00,13652.11,8138.26,526.25,-321.63,26751,5135,1046.03,1805.64,3.365,-0.78,-18.29221
9/6/2023 15:00,13523.67,8020.66,577.77,-303.57,28236,5282,1062.12,1828.12,3.365,-0.78,-13.13401
9/6/2023 16:00,13088.55,7650.27,654.08,-280.72,30456,5428,1074.53,1832.74,3.365,-0.78,-4.30169
9/6/2023 17:00,11912.98,6784.11,780.28,-263.8,32439,5419,1070.05,1836.37,3.365,-0.78,-2.9647
9/6/2023 18:00,8073.38,4308.82,980.15,-264.93,33855,5183,1060.54,1755.31,3.365,-0.78,0.81991
9/6/2023 19:00,2460.38,1142.47,1208.66,-206.7,34236,4520,1038.18,1738.97,3.365,-0.78,1.97027
9/6/2023 20:00,25.45,1.53,1411.1,-102.2,33479,3959,1008.27,1711.92,3.365,-0.78,8.18823
9/6/2023 21:00,0,0,1545.21,-76.39,32532,3798,986.67,1694.55,3.365,-0.78,3.80228
9/6/2023 22:00,0,0,1579.25,-110.53,31028,3764,966.19,1674.02,3.365,-0.78,2.72868
9/7/2023 7:00,485.32,448.3,915.87,-533.93,25615,2091,855.71,1106.2,3.74,-0.665,0.08088
9/7/2023 8:00,4548.13,3017.73,833.94,-537.38,26764,2246,851.52,1108.3,3.74,-0.665,-1.34608
9/7/2023 9:00,10176.75,6122.25,709.89,-493.43,27806,3412,863.28,1124.59,3.74,-0.665,-11.77504
9/7/2023 10:00,12749.52,7485.09,570.28,-400.32,27605,4111,893.07,1161.52,3.74,-0.665,-13.3554
9/7/2023 11:00,13504.49,7989.71,460.08,-254.36,26774,4798,922.23,1191.87,3.74,-0.665,-12.85847
9/7/2023 12:00,13784.83,8219.92,431.26,-101.12,26601,5383,943.89,1206.51,3.74,-0.665,-13.79
9/7/2023 13:00,13800.01,8262.9,497.62,41.6,26452,5746,972.42,1241.09,3.74,-0.665,-11.99413
9/7/2023 14:00,13765.96,8238.79,644.08,185.32,27096,5662,994.53,1258.68,3.74,-0.665,-13.29122
9/7/2023 15:00,13631.75,8097.94,862.56,331.8,29224,6200,1014.47,1265.63,3.74,-0.665,-9.92017
9/7/2023 16:00,13153.75,7688.75,1096.59,446.33,31488,6546,1027.95,1272.73,3.74,-0.665,-4.24805
9/7/2023 17:00,11870.91,6735.5,1290.65,498.19,33678,6570,1028.83,1275.02,3.74,-0.665,-1.11211
9/7/2023 18:00,7910.29,4170.91,1410,455.9,35370,6174,1015.23,1213.3,3.74,-0.665,1.59593
9/7/2023 19:00,2352.52,1072.6,1416.43,337.93,35718,5436,989.98,1200.62,3.74,-0.665,11.78537
9/7/2023 20:00,22.03,4.13,1360.26,192.86,34913,4947,964.3,1164.6,3.74,-0.665,20.8646
9/7/2023 21:00,0,0,1330.04,81.52,33701,4577,935.7,1140.02,3.74,-0.665,4.86676
9/7/2023 22:00,0,0,1308.54,13.64,31994,4328,913.41,1127.29,3.74,-0.665,7.4599
9/8/2023 7:00,214.89,184.28,686.03,-185.41,25748,2716,1095.4,1280.56,3.845,0.115,1.22265
9/8/2023 8:00,5035.09,3228.68,549.24,-160.64,26672,3058,1091.66,1270.59,3.845,0.115,-0.90689
9/8/2023 9:00,10516.26,6051.53,397.49,-97.09,27760,4700,1108.94,959.71,3.845,0.115,-9.73672
9/8/2023 10:00,12347.72,7077.9,310.39,-21.03,28084,6098,885.72,1001.13,3.845,0.115,-16.29574
9/8/2023 11:00,13071.63,7522.28,297.98,70.92,28304,6502,908.33,1042.72,3.845,0.115,-14.17835
9/8/2023 12:00,13145.93,7832.46,342.02,169.84,28609,6917,940.51,1094.62,3.845,0.115,-10.93362
9/8/2023 13:00,13187.74,7904.49,440.59,291.07,29268,7508,677.65,1112.48,3.845,0.115,-5.69664
9/8/2023 14:00,13235.28,7892.1,583.98,417.6,30789,8019,699.13,1130.98,3.845,0.115,-3.69648
9/8/2023 15:00,13027.46,7705.39,731.75,519.23,33033,8587,722.6,1138.2,3.845,0.115,-2.11064
9/8/2023 16:00,12602.92,7365.96,890.91,585.55,35375,8937,736.64,1150.58,3.845,0.115,-0.74532
9/8/2023 17:00,11507.67,6624.22,1062.09,613.55,37303,8711,732.61,1156.02,3.845,0.115,0.4942
9/8/2023 18:00,8527.71,4483.16,1235.45,586.05,38472,8024,724.72,1089.18,3.845,0.115,11.27288
9/8/2023 19:00,2684.14,1232.66,1364.22,550.08,38186,7102,706.93,1074.86,3.845,0.115,34.86074
9/8/2023 20:00,119.58,60.79,1457.5,550.86,36990,6280,670.26,1031.03,3.845,0.115,45.83174
9/8/2023 21:00,44.55,44.41,1544.06,538.7,35489,5827,641.68,987.2,3.845,0.115,15.64
9/8/2023 22:00,42.66,42.66,1558.75,482.75,33641,5486,611.76,962.03,3.845,0.115,11.0684
9/9/2023 7:00,206.49,182.99,1224,68.86,24099,3121,1285.67,650.79,3.895,0.51,0.51703
9/9/2023 8:00,4731.02,3229.94,1056.24,89.68,25079,3571,1283.35,659.14,3.895,0.51,-1.32579
9/9/2023 9:00,9985.28,6211.09,776.05,102.81,26876,5206,1295.67,692.66,3.895,0.51,-18.00731
9/9/2023 10:00,11827.16,7286.05,517.04,79.12,27313,6351,1324.31,743.51,3.895,0.51,-16.25723
9/9/2023 11:00,12575.08,7735.33,340.64,24,27103,7501,1353.57,803.43,3.895,0.51,-11.22474
9/9/2023 12:00,12809.99,7989.62,267.62,13.44,27620,8238,1391.81,827.88,3.895,0.51,-7.32211
9/9/2023 13:00,12897.99,8018.49,298.04,63.06,28454,9076,1410.83,847.61,3.895,0.51,-2.60432
9/9/2023 14:00,12910.59,8009.37,419.67,169.09,29761,9319,1430.01,862.59,3.895,0.51,-1.93283
9/9/2023 15:00,12692.2,7785.69,678.49,372.49,31865,9609,1450.13,880.48,3.895,0.51,-0.19173
9/9/2023 16:00,12183.88,7359.74,1116.49,699.21,33862,10012,1460.52,898.79,3.895,0.51,-1.85479
9/9/2023 17:00,10966.45,6663.77,1616.7,1020.36,35443,9455,1453.45,883.91,3.895,0.51,2.03473
9/9/2023 18:00,7766.36,4476.8,2067.57,1195.85,36274,8344,1444.82,865.71,3.895,0.51,17.42056
9/9/2023 19:00,2294.6,1191.98,2344.18,1229.16,36158,7282,1423.33,846.96,3.895,0.51,44.44834
9/9/2023 20:00,119.45,82.64,2496.39,1256.41,35217,6727,1399.37,800.63,3.895,0.51,60.7182
9/9/2023 21:00,59.34,57.5,2622.31,1288.59,33948,6214,1370.98,773.84,3.895,0.51,12.82976
9/9/2023 22:00,56.92,56.92,2644.02,1230.84,32357,5888,1348.24,734.9,3.895,0.51,12.12277
9/10/2023 7:00,133.75,111.17,2156.7,727.4,23920,4018,1371.78,689.69,3.895,0.51,1.67208
9/10/2023 8:00,3056.56,1529.34,1744.01,488.79,24348,4308,1368.24,697,3.895,0.51,0.50244
9/10/2023 9:00,6712.3,2843.28,1447.13,456.83,25426,4810,1380.92,721.65,3.895,0.51,-0.37715
9/10/2023 10:00,8191.81,3455.52,1134.43,438.81,25654,5802,1407.01,778.86,3.895,0.51,-0.32161
9/10/2023 11:00,8842.33,3745.31,861.58,401.98,25593,6585,1431.12,824.68,3.895,0.51,-0.31018
9/10/2023 12:00,9314.61,4068.51,754.47,458.15,25403,7379,1458.15,849.4,3.895,0.51,0.65149
9/10/2023 13:00,9515.82,4216,784.28,593.82,25767,8495,1465.12,864.52,3.895,0.51,1.03705
9/10/2023 14:00,9635.88,4329.02,962.29,818.31,27098,9210,1481.3,868.95,3.895,0.51,0.62214
9/10/2023 15:00,9540.02,4210.2,1168.03,1020.57,29045,9391,1496.18,875.65,3.895,0.51,8.75281
9/10/2023 16:00,9087.82,3829.14,1359.47,1172.27,31334,9252,1505.63,877.63,3.895,0.51,15.98792
9/10/2023 17:00,8016.51,3229.07,1614.44,1336.3,33592,8560,1495.48,878.17,3.895,0.51,30.27125
9/10/2023 18:00,6159.41,2337.48,1902.09,1451.89,35511,7939,1489.18,872.57,3.895,0.51,25.76998
9/10/2023 19:00,1837.79,559.31,2114.13,1441.21,36210,7256,1478.04,872.51,3.895,0.51,31.56621
9/10/2023 20:00,93.81,54.56,2317.44,1414.3,35570,6790,1445.35,833.68,3.895,0.51,40.67026
9/10/2023 21:00,48.11,45.73,2499.96,1445.38,34470,6454,1425.92,809.28,3.895,0.51,16.81283
9/10/2023 22:00,48.72,48.72,2609.89,1503.17,32866,6222,1403.01,873.86,3.895,0.51,16.19101
9/11/2023 7:00,147.11,128.63,1335.17,235.79,26876,4134,1661.43,926.72,3.895,0.51,1.66852
9/11/2023 8:00,4139.26,2619.72,1102.39,77.09,28498,4802,1921.63,931.82,3.895,0.51,-0.54405
9/11/2023 9:00,9012.49,4904.85,820.4,17.86,30496,6010,1932.62,952.42,3.895,0.51,0.01358
9/11/2023 10:00,10707.44,5830.99,575.91,-10.97,31112,6760,1966.54,990.66,3.895,0.51,-0.65405
9/11/2023 11:00,11415.61,6304.93,420.95,-14.45,31211,7489,1994.37,1022.25,3.895,0.51,-0.12406
9/11/2023 12:00,11309.44,6318.98,408.87,62.33,31514,8016,2024.36,1054.1,3.895,0.51,-0.09725
9/11/2023 13:00,11082.35,6168.74,530.67,224.91,31639,8357,2050.81,1016.77,3.895,0.51,0.53445
9/11/2023 14:00,10322.73,5827.23,762.97,420.39,32170,8524,2071.6,1022.56,3.895,0.51,0.95819
9/11/2023 15:00,10015.01,5361.14,1106.42,622.48,33344,8556,2097.94,1024.78,3.895,0.51,4.15951
9/11/2023 16:00,9315.92,4728.65,1559.35,776.97,34710,8140,2102.4,1030.99,3.895,0.51,3.74091
9/11/2023 17:00,8036.81,3733.09,2038.43,869.95,35787,7117,2099.06,986.41,3.895,0.51,0.41925
9/11/2023 18:00,5670.37,2252.07,2394.88,919.98,36444,5954,1834.57,978.87,3.895,0.51,6.11674
9/11/2023 19:00,1600.93,569.2,2537.49,872.25,36124,5296,1799.02,979.35,3.895,0.51,4.46587
9/11/2023 20:00,81.95,63.52,2610.29,815.09,35284,5409,1771.78,935.43,3.895,0.51,5.80636
9/11/2023 21:00,57.69,55.27,2676.27,793.09,33921,5139,1737.34,911.21,3.895,0.51,2.4545
9/11/2023 22:00,57.9,57.9,2741.96,802.92,32097,4955,1711.48,755.64,3.895,0.51,2.16345
9/12/2023 7:00,150.44,135.36,1978.99,361.79,26683,3123,1654.1,895.8,4.19,1.15,-0.28292
9/12/2023 8:00,4053.29,2538.55,1796.23,348.23,28217,3177,1911.05,898.91,4.19,1.15,-1.24842
9/12/2023 9:00,9349.49,5030.41,1517.54,305.38,29415,4241,1923.83,898.92,4.19,1.15,-7.03884
9/12/2023 10:00,11425.82,6138.01,1301.84,334.9,29336,4900,1953.17,928.81,4.19,1.15,-7.82651
9/12/2023 11:00,12252.49,6678.06,1176.87,405.13,28779,5365,1978.49,958.37,4.19,1.15,-8.0597
9/12/2023 12:00,12678.09,7017.96,1150.68,516.14,28855,5995,1995.01,981.25,4.19,1.15,-5.88226
9/12/2023 13:00,12749.47,7109.19,1282.79,710.45,29222,6302,2013.58,948.05,4.19,1.15,-2.64203
9/12/2023 14:00,12747.86,7112.49,1557.78,952.32,30053,6481,2036.52,956.08,4.19,1.15,-2.40818
9/12/2023 15:00,12645.8,7044.73,1957.28,1240.04,31437,6361,2049.26,975.81,4.19,1.15,-2.017
9/12/2023 16:00,12282.46,6793.33,2376.71,1504.33,33137,6327,2060.93,825.52,4.19,1.15,-0.9965
9/12/2023 17:00,11151.93,6091.01,2679.07,1670.69,34641,6193,1802.23,816.73,4.19,1.15,-0.44645
9/12/2023 18:00,7771.4,3894.68,2857.98,1707.64,35461,5819,1791.96,789.88,4.19,1.15,2.39497
9/12/2023 19:00,1970.1,842.63,2908.51,1631.01,35400,4812,1775.42,772.53,4.19,1.15,13.95917
9/12/2023 20:00,88.14,71.65,2900.07,1540.83,34765,4419,1751.29,741.61,4.19,1.15,11.00293
9/12/2023 21:00,56.01,53.55,2911.62,1530,33575,4331,1728.39,716.41,4.19,1.15,4.00848
9/12/2023 22:00,53.37,53.37,2907.88,1553.42,31902,4258,1710.53,707.07,4.19,1.15,2.92625
9/13/2023 7:00,163.38,149.89,2171.92,1301.74,26592,2532,1269.15,912.44,4.375,0.57,0.20681
9/13/2023 8:00,4506.77,3020.99,1917.64,1181.84,27641,2697,1265.77,915.15,4.375,0.57,-5.99263
9/13/2023 9:00,10360.41,6085.94,1608.59,1033.25,27960,3518,1331.41,927.79,4.375,0.57,-31.97083
9/13/2023 10:00,12499.15,7256.54,1342.68,900.32,27421,3895,1388.63,956.25,4.375,0.57,-35.16096
9/13/2023 11:00,13263.44,7737.15,1152.5,812.98,27075,4237,1418.48,986.95,4.375,0.57,-31.47971
9/13/2023 12:00,13567.85,7965.26,1013.93,772.73,26845,4457,1430.75,1004.56,4.375,0.57,-33.4271
9/13/2023 13:00,13587.37,8018.86,987.8,823.88,27334,4740,1451.71,998.7,4.375,0.57,-27.89931
9/13/2023 14:00,13582.14,8023.88,1107.21,979.39,28059,4261,1478.56,1023.17,4.375,0.57,-32.98
9/13/2023 15:00,13360.49,7827.18,1373.49,1241.81,29331,3977,1470.38,1027.71,4.375,0.57,-29.78327
9/13/2023 16:00,12908.38,7492.32,1774.3,1593.16,30777,4351,1486.58,1036.84,4.375,0.57,-24.71354
9/13/2023 17:00,11559.08,6618.79,2263.66,1948.84,32704,4026,1486.17,829.72,4.375,0.57,-19.06238
9/13/2023 18:00,7865.35,4154.74,2707.43,2097.67,34062,3594,1479.75,807.83,4.375,0.57,0.78768
9/13/2023 19:00,1869.22,831.03,2916.07,1917.69,34430,3152,1454.03,799.2,4.375,0.57,2.51321
9/13/2023 20:00,74.93,60.43,2991.7,1703.68,33693,3165,1427.66,774.85,4.375,0.57,3.93419
9/13/2023 21:00,40.42,38.06,3031.85,1588.47,32508,3161,1402.02,746.5,4.375,0.57,2.56648
9/13/2023 22:00,37.08,37.08,3003.56,1470,30922,3244,1376.74,728.56,4.375,0.57,2.16165
9/14/2023 7:00,142.41,130.46,1396.44,49.02,26018,2560,2231.28,829.19,4.365,0.5,0.05593
9/14/2023 8:00,4445.53,2992.41,1180.08,-71.08,27025,2855,2230.97,837.41,4.365,0.5,-2.41825
9/14/2023 9:00,10249.52,6036.04,882.7,-132.54,27752,4136,2238.15,848.14,4.365,0.5,-27.58842
9/14/2023 10:00,12375.61,7180.76,613.17,-137.25,27636,4074,2262.09,885.33,4.365,0.5,-26.06367
9/14/2023 11:00,13132.37,7669.67,446.18,-123.04,27354,4666,2289.21,914.07,4.365,0.5,-25.38528
9/14/2023 12:00,13461.19,7920.65,362.93,-100.97,26426,4748,2320.19,935.27,4.365,0.5,-26.88137
9/14/2023 13:00,13506.52,8003.5,348.85,-93.01,26312,4218,2295.25,952.72,4.365,0.5,-25.58248
9/14/2023 14:00,13555.65,8068.28,401.63,-114.17,26941,3893,2319.33,966.38,4.365,0.5,-27.68191
9/14/2023 15:00,13322,7853.56,533.86,-162.56,28690,3698,2340.3,995.04,4.365,0.5,-22.72233
9/14/2023 16:00,12802.62,7458.93,768.29,-235.63,30996,3534,2352.91,1000.81,4.365,0.5,-17.12888
9/14/2023 17:00,11383.16,6550.41,1057.1,-313.76,32794,3644,2352.39,741.42,4.365,0.5,-11.47724
9/14/2023 18:00,7659.96,4056.16,1375.49,-320.55,33999,3239,2345.18,715.74,4.365,0.5,-2.04343
9/14/2023 19:00,1744.57,750.41,1715.64,-174.9,33960,2650,2312.47,707.19,4.365,0.5,3.09186
9/14/2023 20:00,50.8,39.53,2019.79,44.59,33349,2594,2274.33,683.16,4.365,0.5,3.88427
9/14/2023 21:00,19.91,17.65,2222.76,194.3,32144,2663,2254.74,646.93,4.365,0.5,2.58509
9/14/2023 22:00,16.86,16.86,2256.54,215.62,30542,2748,2236.61,627.37,4.365,0.5,2.20941
9/15/2023 7:00,137.12,125.49,854.41,-496.33,26005,2291,2201.24,1097.78,4.27,0.63,1.06451
9/15/2023 8:00,4363.23,2967.42,664.93,-405.25,27356,2490,2206.62,1102.74,4.27,0.63,-1.95309
9/15/2023 9:00,10263.19,6122.89,470.09,-281.19,28210,3808,2215.46,1121.9,4.27,0.63,-20.86073
9/15/2023 10:00,12405.5,7296.04,336.31,-148.73,28402,5002,2228.36,1149.27,4.27,0.63,-25.13377
9/15/2023 11:00,13141.78,7750.69,310.31,-23.95,28003,5551,2238.69,625.93,4.27,0.63,-25.47305
9/15/2023 12:00,13474.24,8007.8,330.22,84.28,27299,5745,2265.47,649.95,4.27,0.63,-27.10775
9/15/2023 13:00,13504.64,8075.29,359.06,137.04,26842,5114,2289.79,666.4,4.27,0.63,-29.5598
9/15/2023 14:00,13545.59,8133,390.63,126.03,26622,4030,2311.73,674.73,4.27,0.63,-32.26492
9/15/2023 15:00,13319.15,7924.82,414.15,62.45,27772,3650,2342.28,694.18,4.27,0.63,-31.82417
9/15/2023 16:00,12792.2,7516.84,459.19,-47.43,29647,3549,2309.66,701.18,4.27,0.63,-24.55685
9/15/2023 17:00,11342.34,6609.14,557.6,-201.84,31428,3278,2302.1,698.71,4.27,0.63,-13.3328
9/15/2023 18:00,7583.52,4071.09,743.88,-392.08,32649,2897,2276.37,678.06,4.27,0.63,-2.04944
9/15/2023 19:00,1706.98,771.72,994.39,-516.25,32626,2442,2249.67,666.57,4.27,0.63,-0.44636
9/15/2023 20:00,53.75,43.48,1231.08,-510.84,32070,2577,2219.89,641.03,4.27,0.63,2.41259
9/15/2023 21:00,7.91,5.71,1432.15,-498.55,31145,2580,2189.67,609.51,4.27,0.63,1.86743
9/15/2023 22:00,6.87,6.87,1531.05,-558.55,29813,2657,2171.46,596.24,4.27,0.63,1.11177
9/16/2023 7:00,138.52,127.37,1226.41,-968.09,23375,2439,2436.9,566.77,4.01,-0.22,-0.68886
9/16/2023 8:00,4222.18,2864.74,1190.39,-959.45,24680,2798,2137.86,576.55,4.01,-0.22,-3.28
9/16/2023 9:00,10134.19,6029.48,1178.17,-956.51,26428,3666,2144.91,627.57,4.01,-0.22,-11.83296
9/16/2023 10:00,12247.56,7166.77,1182.52,-880.08,26704,4170,2155.34,654.77,4.01,-0.22,-14.38035
9/16/2023 11:00,12877.27,7525.3,1187.85,-695.53,26723,4523,2184.68,638.09,4.01,-0.22,-17.62112
9/16/2023 12:00,13021.3,7595.28,1177.01,-500.41,26194,4540,2206.63,654.17,4.01,-0.22,-21.04995
9/16/2023 13:00,13034.32,7629.75,1152.55,-381.85,25583,4345,2228.88,685.77,4.01,-0.22,-23.7109
9/16/2023 14:00,12987.25,7591.84,1129.49,-377.79,24896,3824,2251.86,696.93,4.01,-0.22,-19.51818
9/16/2023 15:00,12530.94,7164.11,1135.36,-487.26,24984,3222,2271.2,701.29,4.01,-0.22,-15.58566
9/16/2023 16:00,11940.68,6704.93,1188.02,-647.04,25834,2720,2286.3,703.89,4.01,-0.22,-9.73937
9/16/2023 17:00,10578.05,5845.67,1279.34,-766.94,27026,2422,2284.25,699.23,4.01,-0.22,-7.6027
9/16/2023 18:00,6900.27,3409.88,1390.89,-817.57,28262,2164,2270.67,693.17,4.01,-0.22,0.22527
