Date/Time,CAISO_SOLAR,CAISO_WIND,NP15_LOAD,SP15_LOAD,NP15_THERM,SP15_THERM, PG&E ,SOCAL ,Malin 
11/6/2023,"11,488","2,652","12,685","15,702","2,632","2,711",5.11,5.99,4.13
11/7/2023,"11,517","3,282","12,321","15,364","3,043","3,813",4.74,8.28,3.59
11/8/2023,"12,073","1,698","12,430","15,432","2,963","2,820",3.8,7.21,2.77
11/9/2023,"12,210",553,"12,340","15,197","1,947","2,736",3.86,6.49,2.9
11/10/2023,"11,332",222,"12,045","14,702","1,317","1,887",3.97,5.92,2.91
11/11/2023,"12,038",231,"11,378","13,732","1,191","1,787",3.97,5.92,2.91
11/12/2023,"11,849",395,"11,513","14,132","1,159","1,568",3.97,5.92,2.91
11/13/2023,"9,445",250,"12,428","15,308","1,584","1,138",3.97,5.92,2.91
11/14/2023,"11,235",306,"12,476","15,303","1,692",988,5.67,5.64,4.86
11/15/2023,"6,232",462,"12,520","16,137","1,412",990,6.17,7.22,5.64
11/16/2023,"9,316",235,"12,547","15,280","1,412","1,204",6.38,6.99,6
11/17/2023,"9,485",614,"12,443","15,282","1,610","1,045",6.25,6.17,5.77
11/18/2023,"9,181","2,893","11,695","13,934","1,365","1,066",5.76,5.51,5.85
11/19/2023,"11,149","3,133","11,681","13,820","1,320",771,5.76,5.51,5.85
11/20/2023,"11,546","1,272","12,530","15,443","1,279",449,5.76,5.51,5.85
11/21/2023,"11,467",684,"12,521","15,504","1,134",444,5.78,5.86,5.35
11/22/2023,"11,137",231,"12,400","15,304",938,444,5.36,4.89,4.95
11/23/2023,"11,050","3,302","10,583","13,131",646,444,4.9,4.26,4.09
11/24/2023,"11,448","2,072","11,506","13,817",620,444,4.9,4.26,4.09
11/25/2023,"11,741",625,"11,616","13,619",860,446,4.9,4.26,4.09
11/26/2023,"9,093",665,"12,136","13,927",864,447,4.9,4.26,4.09
11/27/2023,"10,131",532,"13,061","15,349","1,929","1,260",4.9,4.26,4.09
11/28/2023,"10,675",249,"13,009","15,382","2,164","1,331",6.31,6,5.96
11/29/2023,"9,721","2,651","12,847","15,720","2,251","1,167",6.11,6.14,5.82
11/30/2023,"8,957","3,628","12,962","15,537","2,412","1,060",6.16,6.19,5.95
12/1/2023,"12,060","2,914","12,583","15,010","1,993","1,399",5.14,5.51,5
12/2/2023,"12,038","2,028","12,018","13,832","1,653","1,771",4.9,4.7,4.73
12/3/2023,"10,803","1,211","12,093","14,093","1,096","2,195",4.9,4.7,4.73
12/4/2023,"9,824",203,"12,436","15,210","1,086","2,221",4.9,4.7,4.73
12/5/2023,"11,782",324,"12,371","15,326","1,188","2,122",4.66,4.52,4.2
12/6/2023,"11,837","2,434","12,871","15,274","1,320","1,731",4.96,4.66,4.13
12/7/2023,"11,087","3,323","12,767","15,010","1,384","1,516",4.86,4.37,3.8
12/8/2023,"11,793","2,135","12,612","14,740","1,725","1,662",3.98,3.71,3
12/9/2023,"11,722",806,"11,951","13,794","1,689","1,744",3.86,3.27,3.03
12/10/2023,"11,433",413,"12,456","14,347","1,503","1,677",3.86,3.27,3.03
12/11/2023,"9,882",920,"13,180","15,572","1,275","1,885",3.86,3.27,3.03
12/12/2023,"11,514",663,"13,036","15,659","1,253","1,797",3.96,3.73,3.43
12/13/2023,"12,091",301,"13,122","15,800","1,377","1,908",4.09,4.18,3.94
12/14/2023,"11,526",306,"13,107","15,640","1,418","1,928",4.21,4.31,3.86
12/15/2023,"10,934",557,"12,715","15,407","1,283","2,815",3.85,3.64,3.54
12/16/2023,"11,119",276,"12,243","14,485","1,396","2,651",3.91,3.46,3.53
12/17/2023,"9,585",272,"12,458","14,379","1,210","2,677",3.91,3.46,3.53
12/18/2023,"7,712",826,"13,228","15,737","1,331","2,259",3.91,3.46,3.53
12/19/2023,"7,766","1,181","12,717","15,648","1,576","2,472",3.97,3.37,2.99
12/20/2023,"6,992",729,"12,992","15,894","1,279","1,339",3.93,3.6,3.17
12/21/2023,"4,864",793,"12,582","15,334","1,080","1,698",3.66,3.43,3
12/22/2023,"4,846","1,560","12,231","15,247","1,099","1,461",3.76,2.93,2.74
12/23/2023,"10,377","2,048","11,853","14,139",736,"1,032",3.48,2.49,2.37
12/24/2023,"10,718",319,"11,690","13,874",694,843,3.48,2.49,2.37
12/25/2023,"10,171",442,"11,221","13,151",652,828,3.48,2.49,2.37
12/26/2023,"8,552",144,"12,563","14,631",644,"1,778",3.48,2.49,2.37
12/27/2023,"6,611",576,"12,737","14,910",807,"1,155",3.61,2.79,2.49
12/28/2023,"10,728",175,"12,291","14,788",917,"2,183",3.57,2.99,2.64
12/29/2023,"6,767",452,"12,142","14,414",891,"1,087",3.46,2.75,2.48
12/30/2023,"7,912","2,728","11,632","14,163",820,"1,191",3.46,2.75,2.48
12/31/2023,"5,116",235,"11,880","14,251",695,"1,649",3.46,2.75,2.48
1/1/2024,"8,412",379,"11,354","13,487",567,"3,830",3.53,2.95,2.68
1/2/2024,"8,999",770,"12,708","14,735",534,"4,333",3.53,2.95,2.68
1/3/2024,"7,394","3,321","12,561","15,044",711,"4,267",3.82,3.62,3.21
1/4/2024,"10,047","2,346","12,391","14,962",702,"4,501",4.11,3.91,3.62
1/5/2024,"10,497",864,"12,132","14,616",620,"4,230",5.95,5.72,5.55
1/6/2024,"9,341","3,121","12,437","13,676",946,"4,074",6.62,5.75,5.78
1/7/2024,"10,890","3,041","12,391","14,344",981,"4,081",6.62,5.75,5.78
1/8/2024,"11,055",527,"13,114","15,680",993,"3,390",6.62,5.75,5.78
1/9/2024,"10,406","2,754","12,905","15,352","1,145","2,958",5.36,4.99,4.59
1/10/2024,"9,930","3,525","13,135","15,447",741,"3,107",6.98,6.16,6.17
1/11/2024,"11,209","2,843","13,028","15,031",739,"4,492",6.98,6.62,6.6
1/12/2024,"10,047","1,779","12,983","14,976",577,"4,385",5.62,5.5,5.2
1/13/2024,"9,631","2,372","12,542","13,940",582,"4,614",17.01,13.52,19.04
1/14/2024,"9,812","2,488","11,518","13,234",635,"4,858",17.01,13.52,19.04
1/15/2024,"8,476",548,"12,357","14,640",685,"4,756",17.01,13.52,19.04
1/16/2024,"10,302","1,115","12,801","14,625",725,"4,818",17.01,13.52,19.04
1/17/2024,"8,620","2,862","12,255","14,868",790,"4,668",5.3,5.82,4.53
1/18/2024,"10,080",278,"12,381","14,550",680,"4,593",3.95,3.24,3.35
1/19/2024,"5,563",789,"12,357","14,460",645,"4,812",3.98,3.44,3.76
1/20/2024,"5,923","1,385","11,497","14,045","1,408","5,661",3.86,3.33,3.54
1/21/2024,"6,436","1,609","11,669","13,452","1,379","4,840",3.86,3.33,3.54
1/22/2024,"3,594","2,183","12,241","15,191",914,"5,418",3.86,3.33,3.54
1/23/2024,"8,597","2,569","11,962","14,592","1,003","5,380",3.62,3.41,3.17
1/24/2024,"7,112","1,419","12,329","15,185",918,"5,371",3.69,3.35,3.17
1/25/2024,"10,777","2,386","11,894","14,571",615,"5,606",4,3.42,3.28
1/26/2024,"10,448",379,"11,702","14,127",869,"5,423",4.04,3.72,3.53
1/27/2024,"9,490",622,"11,314","12,974",612,"5,385",3.81,3.23,2.81
1/28/2024,"8,766",624,"11,179","12,767",696,"5,683",3.81,3.23,2.81
1/29/2024,"11,419",394,"11,632","14,330",716,"5,748",3.81,3.23,2.81
1/30/2024,"11,017",196,"11,637","14,370","1,122","5,487",3.26,3.12,2.29
1/31/2024,"7,291","1,896","12,236","14,379","1,052","5,339",3.23,2.8,2.27
2/1/2024,"4,595","1,786","12,100","15,758","1,017","5,488",3.14,2.87,2.25
2/2/2024,"10,460","3,619","12,021","14,798",491,"5,449",3.43,2.84,2.47
2/3/2024,"10,596","2,301","11,754","13,388",509,"5,765",3.26,2.65,2.31
2/4/2024,"6,774","1,695","11,162","14,010",562,"5,720",3.26,2.65,2.31
2/5/2024,"5,086",870,"12,205","16,084",674,"5,720",3.26,2.65,2.31
2/6/2024,"4,809","1,505","12,438","16,285",622,"5,629",3.49,2.93,2.53
2/7/2024,"8,908","2,862","13,017","15,508",566,"5,177",3.46,2.94,2.55
2/8/2024,"11,068","2,910","12,813","15,346",570,"5,053",3.54,3.01,2.64
2/9/2024,"10,536","2,782","12,574","14,621",564,"5,322",3.47,2.91,2.52
2/10/2024,"13,388","1,321","11,465","13,485",582,"6,064",3.3,2.89,2.39
2/11/2024,"14,158",187,"10,897","12,982",524,"6,056",3.3,2.89,2.39
2/12/2024,"13,897",170,"12,274","14,871",741,"6,123",3.3,2.89,2.39
2/13/2024,"13,207","1,572","12,228","14,587","1,276","6,180",3.26,3,2.33
2/14/2024,"12,419","1,269","12,390","14,910",540,"5,823",3.12,2.91,2.18
2/15/2024,"13,186","2,146","11,989","14,537",690,"5,650",2.92,2.8,2
2/16/2024,"11,817",90,"11,810","14,078",627,"6,140",2.91,2.47,2.01
2/17/2024,"10,577","1,404","11,582","13,136","1,012","6,534",2.81,2.07,1.87
2/18/2024,"12,737","1,890","11,134","13,336",663,"7,565",2.81,2.07,1.87
2/19/2024,"9,192","2,106","11,845","14,799",831,"6,448",2.81,2.07,1.87
2/20/2024,"7,961",755,"12,335","15,929",944,"5,676",2.81,2.07,1.87
2/21/2024,"12,847","3,000","11,913","14,868",923,"6,323",2.85,2.62,1.93
2/22/2024,"14,838",384,"11,801","14,677","1,187","5,661",2.92,2.61,2
2/23/2024,"11,258",874,"11,545","13,891",946,"5,742",2.66,2.79,1.77
2/24/2024,"10,846",193,"10,789","13,131","1,209","6,180",2.5,2.45,1.6
2/25/2024,"10,036","1,887","11,013","13,149",768,"5,839",2.5,2.45,1.6
2/26/2024,"8,407","3,212","11,913","14,922","1,124","5,740",2.5,2.45,1.6
2/27/2024,"14,419","3,191","11,792","14,081","1,120","5,696",2.41,2.51,1.49
2/28/2024,"14,865","1,240","11,845","14,144","1,431","5,684",2.28,2.35,1.43
2/29/2024,"14,637","3,068","12,280","14,302",987,"5,743",2.21,2.26,1.47
3/1/2024,"12,670","3,325","12,051","13,822","1,876","5,688",2.62,2.34,1.66
,,,,,,,,,
